"","player.name","player.rating","player.pos","player.ht","player.wt","player.nat.rank","player.pos.rank","player.state.rank","player.year","player.team"
"256","d.j. rodman","0.79","sf","6-4",190,533,118,51,2019,"washington-state"""
"257","isaac bonton",NA,"pg","6-3",175,NA,NA,NA,2019,"washington-state"""
"258","volodymyr markovetskyy",NA,"c""","7-2",230,NA,NA,NA,2019,"washington-state"""
"259","ryan rapp",NA,"cg","6-5",172,NA,NA,NA,2019,"washington-state"""
"260","ben olesen",NA,"cg","6-0",160,NA,NA,NA,2019,"washington-state"""
"261","deion james",NA,"pg","6-7",215,NA,NA,NA,2019,"washington-state"""
"262","juwan gary","0.9641","sf","6-6",200,93,23,2,2019,"alabama"""
"263","jaylen forbes","0.9555","sg","6-5",190,104,18,2,2019,"alabama"""
"264","jaden shackelford","0.9489","sg","6-3",185,107,19,9,2019,"alabama"""
"265","raymond hawkins","0.8978","c""","6-9",225,190,34,3,2019,"alabama"""
"266","james rojas","0.89","sf","6-8",215,NA,NA,NA,2019,"alabama"""
"267","jahvon quinerly","0.9901","im","6-0",170,NA,NA,NA,2019,"alabama"""
"268","james bolden","0.8566","sg","6-0",160,NA,NA,NA,2019,"alabama"""
"269","justice hill","0.8678","pg","5-11",175,396,56,5,2019,"arkansas"""
"270","akol mawein",NA,"pf","6-8",180,NA,NA,NA,2019,"arkansas"""
"271","jd notae",NA,"im","6-2",185,NA,NA,NA,2019,"arkansas"""
"272","jimmy whitt","0.9744","im","6-3",175,NA,NA,NA,2019,"arkansas"""
"273","connor vanover","0.8648","im","7-2",210,NA,NA,NA,2019,"arkansas"""
"274","jeantal cylla","0.8112","pg","6-7",205,NA,NA,NA,2019,"arkansas"""
"275","isaac okoro","0.9871","sf","6-5",200,36,10,2,2019,"auburn"""
"276","tyrell jones","0.9384","cg","6-1",170,116,18,15,2019,"auburn"""
"277","jaylin williams","0.9358","pf","6-8",225,120,19,4,2019,"auburn"""
"278","devan cambridge","0.8876","sf","6-6",190,217,49,9,2019,"auburn"""
"279","babatunde akingbola","0.8778","c""","6-8",220,291,51,13,2019,"auburn"""
"280","allen flanigan","0.8764","sf","6-5",200,298,68,3,2019,"auburn"""
"281","javon franklin","0.8628","sf","6-7",200,NA,NA,NA,2019,"auburn"""
"282","scottie lewis","0.9973","sf","6-5",185,7,1,1,2019,"florida"""
"283","tre mann","0.9919","pg","6-3",170,21,2,5,2019,"florida"""
"284","omar payne","0.9818","c""","6-9",215,45,11,8,2019,"florida"""
"285","jason jitoboh","0.8744","c""","6-11",290,303,52,8,2019,"florida"""
"286","ques glover","0.8678","pg","5-11",175,411,58,10,2019,"florida"""
"287","tyree appleby",NA,"im","6-1",165,NA,NA,NA,2019,"florida"""
"288","kerry blackshear jr.","0.927","im","6-10",250,NA,NA,NA,2019,"florida"""
"289","anthony duruji","0.8333","pg","6-7",198,NA,NA,NA,2019,"florida"""
"290","anthony edwards","0.9994","sg","6-5",215,2,1,1,2019,"georgia"""
"291","christian brown","0.973","sf","6-6",205,70,17,3,2019,"georgia"""
"292","jaykwon walton","0.9682","sf","6-6",195,83,18,2,2019,"georgia"""
"293","sahvir wheeler","0.957","pg","5-8",175,100,8,10,2019,"georgia"""
"294","toumani camara","0.9557","sf","6-6",190,103,25,14,2019,"georgia"""
"295","rodney howard","0.8798","c""","6-10",230,279,48,7,2019,"georgia"""
"296","michael peake","0.8678","pf","6-7",220,413,82,7,2019,"georgia"""
"297","donnell gresham jr.",NA,"pg","6-1",195,NA,NA,NA,2019,"georgia"""
"298","tyrese maxey","0.9963","cg","6-3",185,10,3,2,2019,"kentucky"""
"299","kahlil whitney","0.9957","sf","6-6",190,11,2,2,2019,"kentucky"""
"300","keion brooks jr.","0.9909","sf","6-7",185,24,6,2,2019,"kentucky"""
"301","johnny juzang","0.9885","sf","6-6",200,33,9,3,2019,"kentucky"""
"302","dontaie allen","0.9447","sf","6-6",185,111,26,3,2019,"kentucky"""
"303","nate sestina",NA,"cg","6-9",245,NA,NA,NA,2019,"kentucky"""
"304","trendon watford","0.9935","pf","6-9",230,18,4,1,2019,"lsu"""
"305","james bishop","0.9244","cg","6-2",170,155,24,2,2019,"lsu"""
"306","charles manning","0.8678","sg","6-6",180,NA,NA,NA,2019,"lsu"""
"307","deshawn thomas","0.8628","c""","6-10",220,NA,NA,NA,2019,"lsu"""
"308","elias king","0.9357","sf","6-7",204,122,31,5,2019,"mississippi-state"""
"309","iverson molinar","0.8911","sg","6-3",185,208,32,17,2019,"mississippi-state"""
"310","devin butts","0.8678","cg","6-5",175,397,41,19,2019,"mississippi-state"""
"311","quinten post",NA,"c""","7-0",224,NA,NA,NA,2019,"mississippi-state"""
"312","galen smith",NA,"sg","6-10",240,NA,NA,NA,2019,"mississippi-state"""
"313","tray jackson","0.9673","pf","6-8",200,85,14,3,2019,"missouri"""
"314","mario mckinney","0.9185","cg","6-2",180,166,26,2,2019,"missouri"""
"315","kobe brown","0.8806","sf","6-7",220,251,58,3,2019,"missouri"""
"316","axel okongo",NA,"c""","7-0",240,NA,NA,NA,2019,"missouri"""
"317","austin crowley","0.9352","sg","6-6",185,124,21,4,2019,"ole-miss"""
"318","shon robinson","0.9025","pf","6-10",210,181,34,7,2019,"ole-miss"""
"319","khadim sy","0.895","pf","6-10",240,NA,NA,NA,2019,"ole-miss"""
"320","sammy hunter","0.8908","pf","6-9",230,209,39,1,2019,"ole-miss"""
"321","antavion collum","0.8785","sf","6-7",215,285,64,7,2019,"ole-miss"""
"322","bryce williams","0.8678","sg","6-3",180,NA,NA,NA,2019,"ole-miss"""
"323","jalyn mccreary","0.9257","pf","6-8",215,150,25,3,2019,"south-carolina"""
"324","trae hannibal","0.9251","sg","6-2",204,153,28,4,2019,"south-carolina"""
"325","wildens leveque","0.8743","pf","6-10",230,311,59,1,2019,"south-carolina"""
"326","trey anderson","0.8228","sf","6-7",185,517,111,14,2019,"south-carolina"""
"327","seventh woods","0.9814","im","6-1",185,NA,NA,NA,2019,"south-carolina"""
"328","micaiah henry",NA,"sg","6-9",235,NA,NA,NA,2019,"south-carolina"""
"329","josiah-jordan james","0.9913","cg","6-6",200,22,4,1,2019,"tennessee"""
"330","olivier nkamhoua","0.9163","pf","6-8",210,167,29,3,2019,"tennessee"""
"331","santiago vescovi","0.8977","pg","6-2",175,191,21,3,2019,"tennessee"""
"332","drew pember","0.8919","pf","6-9",190,206,38,6,2019,"tennessee"""
"333","davonte gaines","0.8875","sf","6-7",175,218,50,9,2019,"tennessee"""
"334","uros plavsic","0.9039","im","7-1",240,NA,NA,NA,2019,"tennessee"""
"335","victor bailey","0.9578","pg","6-3",165,NA,NA,NA,2019,"tennessee"""
"336","cashius mcneilly","0.9323","sg","6-4",180,131,24,1,2019,"texas-am"""
"337","emanuel miller","0.927","pf","6-6",200,146,23,10,2019,"texas-am"""
"338","jonathan aku","0.9264","c""","6-10",210,149,26,16,2019,"texas-am"""
"339","quenton jackson","0.885","sg","6-5",190,NA,NA,NA,2019,"texas-am"""
"340","andre gordon","0.8764","cg","6-2",185,294,36,2,2019,"texas-am"""
"341","yavuz gultekin","0.876","pf","6-8",198,299,57,5,2019,"texas-am"""
"342","bakari simmons","0.8556","sf","6-7",210,475,104,38,2019,"texas-am"""
"343","dylan disu","0.9315","pf","6-8",185,132,21,13,2019,"vanderbilt"""
"344","scotty pippen","0.8893","pg","6-0",160,213,26,18,2019,"vanderbilt"""
"345","jordan wright","0.8715","sg","6-6",200,331,57,2,2019,"vanderbilt"""
"346","oton jankovic","0.8678","pf","6-9",205,390,79,27,2019,"vanderbilt"""
"347","dj harvey","0.9817","pg","6-6",185,NA,NA,NA,2019,"vanderbilt"""
"348","mitch doherty","0.86","pf","6-7",180,452,90,7,2019,"albany"""
"349","trey hutcheson",NA,"sf","-",NA,NA,NA,NA,2019,"albany"""
"350","jojo anderson","0.8659","sf","6-3",156,NA,NA,NA,2019,"albany"""
"351","jamil riggins","0.86","sf","6-6",190,438,98,15,2019,"binghamton"""
"352","george tinsley",NA,"sg","-",NA,NA,NA,NA,2019,"binghamton"""
"353","p.j. henry",NA,"pg","-",NA,NA,NA,NA,2019,"hartford"""
"354","moses flowers",NA,"pg","-",NA,NA,NA,NA,2019,"hartford"""
"355","malik ellison","0.8756","pg","6-6",200,NA,NA,NA,2019,"hartford"""
"356","peppe stumer",NA,"sg","-",NA,NA,NA,NA,2019,"maine"""
"357","ja&#39;shonte wright-mcleish",NA,"sg","-",NA,NA,NA,NA,2019,"maine"""
"358","veljko radakovic",NA,"pf","-",NA,NA,NA,NA,2019,"maine"""
"359",NA,NA,NA,NA,NA,NA,NA,NA,2019,"new-hampshire"""
"360",NA,NA,NA,NA,NA,NA,NA,NA,2019,"stony-brook"""
"361",NA,NA,NA,NA,NA,NA,NA,NA,2019,"umbc"""
"362","aaron deloney","0.87","pg","6-0",165,347,48,2,2019,"vermont"""
"363","eric beckett",NA,"sg","6-4",NA,NA,NA,NA,2019,"vermont"""
"364","duncan demuth","0.8678","im","6-8",215,NA,NA,NA,2019,"vermont"""
"365","daniel giddens","0.9806","pg","6-11",236,NA,NA,NA,2019,"vermont"""
"366","zach harvey","0.9812","sg","6-4",170,49,5,6,2019,"cincinnati"""
"367","mika adams-woods","0.8811","cg","6-3",175,247,32,7,2019,"cincinnati"""
"368","jeremiah davenport","0.88","sg","6-5",205,NA,NA,NA,2019,"cincinnati"""
"369","chris vogt","0.8542","sg","6-9",200,NA,NA,NA,2019,"cincinnati"""
"370","tremont robinson-white","0.88","pg","6-1",175,NA,NA,NA,2019,"east-carolina"""
"371","charles coleman","0.8702","c""","7-0",240,342,57,4,2019,"east-carolina"""
"372","tyrie jackson","0.85","pg","6-1",205,NA,NA,NA,2019,"east-carolina"""
"373","logan curtis","0.8278","cg","6-4",180,509,46,11,2019,"east-carolina"""
"374","brandon suggs","0.8","sf","6-7",200,523,114,21,2019,"east-carolina"""
"375","jj miles","0.79","sf","6-7",215,NA,NA,NA,2019,"east-carolina"""
"376","bitumba baruti","0.79","sg","6-7",225,NA,NA,NA,2019,"east-carolina"""
"377","edra luster","0.79","c""","6-11",215,NA,NA,NA,2019,"east-carolina"""
"378","miles james",NA,"sg","6-6",205,NA,NA,NA,2019,"east-carolina"""
"379","ludgy debaut",NA,"pf","6-11",230,NA,NA,NA,2019,"east-carolina"""
"380","tristen newton",NA,"pg","6-5",175,NA,NA,NA,2019,"east-carolina"""
"381","j&#39;wan roberts","0.9267","pf","6-7",190,147,24,15,2019,"houston"""
"382","caleb mills","0.8944","cg","6-3",170,199,28,8,2019,"houston"""
"383","marcus sasser","0.8678","sg","6-2",170,399,69,28,2019,"houston"""
"384","quentin grimes","0.9967","sg","6-5",210,NA,NA,NA,2019,"houston"""
"385","james wiseman","0.9999","c""","7-0",210,1,1,1,2019,"memphis"""
"386","precious achiuwa","0.995","sf","6-9",215,15,4,3,2019,"memphis"""
"387","boogie ellis","0.9868","cg","6-2",165,38,6,5,2019,"memphis"""
"388","dj jeffries","0.9801","pf","6-7",218,52,9,1,2019,"memphis"""
"389","lester quinones","0.9781","sg","6-5",180,58,8,10,2019,"memphis"""
"390","malcolm dandridge","0.9522","c""","6-8",245,106,22,3,2019,"memphis"""
"391","damion baugh","0.9401","cg","6-4",185,115,17,4,2019,"memphis"""
"392","isaiah stokes","0.9262","sg","6-8",285,NA,NA,NA,2019,"memphis"""
"393","tyson jolly","0.88","pg","6-4",190,NA,NA,NA,2019,"smu"""
"394","charles smith iv","0.8743","sg","6-5",180,308,53,14,2019,"smu"""
"395","emmanuel bandoumel","0.87","sg","6-4",180,NA,NA,NA,2019,"smu"""
"396","darius mcbride","0.8628","sg","6-4",165,424,74,31,2019,"smu"""
"397","bryce cook","0.8435","pg","5-9",150,494,75,17,2019,"smu"""
"398","darius mcneill","0.8786","im","6-3",165,NA,NA,NA,2019,"smu"""
"399","kendric davis","0.9281","im","5-9",165,NA,NA,NA,2019,"smu"""
"400","isiah jasey","0.8616","pg","6-10",248,NA,NA,NA,2019,"smu"""
"401","b.j. mack","0.8702","c""","6-7",250,339,56,16,2019,"south-florida"""
"402","jamir chaplin","0.8628","sg","6-4",180,429,76,21,2019,"south-florida"""
"403","joshua pierre-louis","0.9213","pg","6-3",180,160,16,8,2019,"temple"""
"404","damian dunn","0.8578","sg","6-4",165,463,87,24,2019,"temple"""
"405","tai strickland","0.8723","im","6-2",180,NA,NA,NA,2019,"temple"""
"406","jake forrester","0.9291","pg","6-8",215,NA,NA,NA,2019,"temple"""
"407","nobal days","0.871","pf","6-9",195,335,64,4,2019,"tulane"""
"408","tylan pope","0.8333","sf","6-6",220,503,110,5,2019,"tulane"""
"409","charlie russell",NA,"sf","6-6",175,NA,NA,NA,2019,"tulane"""
"410","henri langton","0.84","pf","6-10",NA,NA,NA,NA,2019,"tulane"""
"411","ibrahim ali",NA,"im","6-10",265,NA,NA,NA,2019,"tulane"""
"412","nic thomas",NA,"im","6-2",185,NA,NA,NA,2019,"tulane"""
"413","teshaun hightower","0.8496","im","6-4",180,NA,NA,NA,2019,"tulane"""
"414","k.j. lawson",NA,"im","6-8",210,NA,NA,NA,2019,"tulane"""
"415","christion thompson","0.7667","sf","6-4",190,NA,NA,NA,2019,"tulane"""
"416","isaiah hill","0.8678","pg","5-11",160,373,53,37,2019,"tulsa"""
"417","emmanuel ugboh","0.8678","pf","6-11",250,NA,NA,NA,2019,"tulsa"""
"418","brandon rachal","0.8628","sg","6-6",220,NA,NA,NA,2019,"tulsa"""
"419","curtis haywood ii","0.8632","im","6-4",187,NA,NA,NA,2019,"tulsa"""
"420","keyshawn embery","0.9348","pg","6-3",175,NA,NA,NA,2019,"tulsa"""
"421","tony johnson","0.8702","pg","6-3",183,341,47,5,2019,"central-florida"""
"422","avery diggs","0.86","c""","6-10",240,NA,NA,NA,2019,"central-florida"""
"423","moses bol","0.85","c""","7-2",240,NA,NA,NA,2019,"central-florida"""
"424","darin green","0.8478","sg","6-5",175,493,94,40,2019,"central-florida"""
"425","brandon mahan",NA,"im","6-5",200,NA,NA,NA,2019,"central-florida"""
"426","dazon ingram","0.8735","im","6-5",205,NA,NA,NA,2019,"central-florida"""
"427","yuat alok","0.8939","pg","6-10",210,NA,NA,NA,2019,"central-florida"""
"428","tyson etienne","0.9284","cg","6-1",175,140,23,3,2019,"wichita-state"""
"429","grant sherfield","0.9206","cg","6-2",180,164,25,7,2019,"wichita-state"""
"430","noah fernandes","0.8861","pg","5-11",155,224,28,6,2019,"wichita-state"""
"431","trey wade","0.88","sf","6-6",205,NA,NA,NA,2019,"wichita-state"""
"432","deantoni gordon","0.8744","pf","6-8",175,304,58,4,2019,"wichita-state"""
"433","josaphat bilau","0.8578","pf","6-11",230,468,93,15,2019,"wichita-state"""
"434",NA,NA,NA,NA,NA,NA,NA,NA,2019,"davidson"""
"435","zimife nwokeji","0.888","sf","6-7",180,216,48,19,2019,"dayton"""
"436","moulaye sissoko","0.8689","c""","6-10",225,361,61,16,2019,"dayton"""
"437","chase johnson","0.9579","sf","6-9",205,NA,NA,NA,2019,"dayton"""
"438",NA,NA,NA,NA,NA,NA,NA,NA,2019,"duquesne"""
"439",NA,NA,NA,NA,NA,NA,NA,NA,2019,"fordham"""
"440","josh oduro","0.8","pf","6-8",185,522,104,20,2019,"george-mason"""
"441","xavier johnson","0.8255","pg","6-3",170,514,80,19,2019,"george-mason"""
"442","otis frazier iii",NA,"sf","6-5",185,NA,NA,NA,2019,"george-mason"""
"443","chase paar","0.8678","c""","6-9",230,379,65,8,2019,"george-washington"""
"444","jamison battle",NA,"sf","-",NA,NA,NA,NA,2019,"george-washington"""
"445","amir harris","0.8648","sf","6-5",170,NA,NA,NA,2019,"george-washington"""
"446","ayinde hikim","0.88","pg","5-10",165,277,33,4,2019,"la-salle"""
"447","brandon stone","0.8681","pf","6-9",205,364,69,15,2019,"la-salle"""
"448","christian ray","0.8628","sg","6-4",165,433,77,13,2019,"la-salle"""
"449","marial mading","0.8678","pf","6-11",195,394,80,5,2019,"rhode-island"""
"450","jacob toppin",NA,"sf","6-8",190,NA,NA,NA,2019,"rhode-island"""
"451","gregory hammond","0.879","sg","6-5",190,282,49,1,2019,"rhode-island"""
"452","mekhi long","0.8723","sf","6-5",195,317,71,12,2019,"rhode-island"""
"453","antwan walker","0.8752","sg","6-7",215,NA,NA,NA,2019,"rhode-island"""
"454","tyler burton",NA,"sf","6-6",NA,NA,NA,NA,2019,"richmond"""
"455","connor crabtree","0.87","sf","6-6",200,NA,NA,NA,2019,"richmond"""
"456","chereef knox",NA,"sf","6-5",210,NA,NA,NA,2019,"saint-josephs"""
"457","rahmir moore",NA,"sg","6-3",205,NA,NA,NA,2019,"saint-josephs"""
"458","yuri collins","0.885","pg","5-10",175,227,29,3,2019,"saint-louis"""
"459","terrence hargrove jr.","0.8723","sf","6-6",180,324,73,6,2019,"saint-louis"""
"460","gibson jimerson","0.8578","sg","6-5",210,465,88,37,2019,"saint-louis"""
"461","robert carpenter",NA,"sf","6-6",200,NA,NA,NA,2019,"saint-bonaventure"""
"462","justin winston","0.8743","pf","6-7",175,312,60,9,2019,"saint-bonaventure"""
"463","jalen adaway","0.8333","sf","6-4",180,NA,NA,NA,2019,"saint-bonaventure"""
"464","tre mitchell","0.9673","c""","6-9",235,84,21,1,2019,"massachusetts"""
"465","tyrone weeks jr","0.87","sg","6-4",185,352,59,10,2019,"massachusetts"""
"466","preston santos","0.8528","sf","6-5",170,482,105,12,2019,"massachusetts"""
"467","john buggs iii","0.79","pg","6-2",170,535,85,15,2019,"massachusetts"""
"468","sean east",NA,"pg","6-3",175,NA,NA,NA,2019,"massachusetts"""
"469","christian jackson",NA,"sg","6-6",190,NA,NA,NA,2019,"massachusetts"""
"470","kolton mitchell",NA,"pg","6-4",180,NA,NA,NA,2019,"massachusetts"""
"471","dibaji walker",NA,"pg","6-7",190,NA,NA,NA,2019,"massachusetts"""
"472","nah&#39;shon hyland","0.9693","pg","6-3",165,81,6,1,2019,"virginia-commonwealth"""
"473","jarren mcallister","0.8723","sg","6-3",165,318,54,13,2019,"virginia-commonwealth"""
"474","hason ward","0.8678","c""","6-9",200,410,70,6,2019,"virginia-commonwealth"""
"475","kevion nolan","0.8333","im","6-2",170,NA,NA,NA,2019,"jacksonville"""
"476","diante wood","0.8879","im","6-4",175,NA,NA,NA,2019,"jacksonville"""
"477","terrell burden","0.8","pg","5-10",160,525,82,28,2019,"kennesaw-state"""
"478","jamie lewis","0.8785","pg","6-3",185,NA,NA,NA,2019,"kennesaw-state"""
"479",NA,NA,NA,NA,NA,NA,NA,NA,2019,"liberty"""
"480","kamar robertson",NA,"pg","6-2",175,NA,NA,NA,2019,"mercer"""
"481","diego rivera",NA,"pg","6-1",180,NA,NA,NA,2019,"mercer"""
"482","felipe haase","0.8528","im","6-9",249,NA,NA,NA,2019,"mercer"""
"483","neftali alvarez","0.8706","pg","6-1",175,NA,NA,NA,2019,"mercer"""
"484","tommy bruner","0.86","sg","6-2",170,440,79,10,2019,"south-carolina-upstate"""
"485","tay watson",NA,"sf","6-7",205,NA,NA,NA,2019,"south-carolina-upstate"""
"486",NA,NA,NA,NA,NA,NA,NA,NA,2019,"stetson"""
"487","khalif battle","0.9572","sg","6-5",180,99,16,4,2019,"butler"""
"488","john-michael mulloy","0.8743","c""","6-9",195,309,53,10,2019,"butler"""
"489","derrik smits","0.8703","sg","7-1",240,NA,NA,NA,2019,"butler"""
"490","james bouknight","0.9749","sg","6-4",180,66,10,1,2019,"uconn"""
"491","akok akok","0.9646","pf","6-10",195,92,15,2,2019,"uconn"""
"492","jalen gaffney","0.9545","cg","6-2",170,105,15,4,2019,"uconn"""
"493","richard springs","0.9211","pf","6-9",200,161,26,4,2019,"uconn"""
"494","rj cole","0.8333","sg","6-1",185,NA,NA,NA,2019,"uconn"""
"495","shereef mitchell","0.8866","pg","6-0",155,222,27,11,2019,"creighton"""
"496","jalen windham","0.8678","sg","6-5",180,368,63,12,2019,"creighton"""
"497","antwann jones","0.9575","pg","6-6",210,NA,NA,NA,2019,"creighton"""
"498","romeo weems","0.977","pf","6-7",215,62,11,1,2019,"depaul"""
"499","markese jacobs","0.9218","pg","5-11",170,159,15,2,2019,"depaul"""
"500","nick ongenda","0.8785","c""","6-10",200,286,49,2,2019,"depaul"""
"501","oscar lopez","0.8678","sg","6-4",210,398,68,41,2019,"depaul"""
"502","charlie moore","0.9727","im","5-11",170,NA,NA,NA,2019,"depaul"""
"503","carte&#39;are gordon","0.9731","pg","6-8",245,NA,NA,NA,2019,"depaul"""
"504","myron gardner","0.8782","sf","6-6",185,289,65,3,2019,"georgetown"""
"505","galen alexander",NA,"sf","6-6",215,NA,NA,NA,2019,"georgetown"""
"506","malcolm wilson","0.8781","c""","6-11",205,290,50,8,2019,"georgetown"""
"507","timothy igohoefe","0.8678","c""","6-11",240,403,68,1,2019,"georgetown"""
"508","qudus wahab","0.93","c""","6-10",230,136,24,7,2019,"georgetown"""
"509","symir torrence","0.9713","cg","6-3",170,75,11,1,2019,"marquette"""
"510","dexter akanno","0.8678","cg","6-4",200,400,42,9,2019,"marquette"""
"511","greg gantt","0.9743","sf","6-7",195,67,16,3,2019,"providence"""
"512","jared bynum","0.8614","im","5-10",172,NA,NA,NA,2019,"providence"""
"513","luwane pipkins","0.8576","sf","5-10",180,NA,NA,NA,2019,"providence"""
"514","tyrese samuel","0.9003","pf","6-8",210,184,36,4,2019,"seton-hall"""
"515","dashawn davis","0.8678","sg","6-3",180,366,62,9,2019,"seton-hall"""
"516","takal molson",NA,"sg","6-5",205,NA,NA,NA,2019,"seton-hall"""
"517","johnathan mcgriff","0.8619","pg","5-9",160,435,61,4,2019,"saint-johns"""
"518","julian champagnie",NA,"sf","6-5",180,NA,NA,NA,2019,"saint-johns"""
"519","ian steere","0.9339","pg","6-9",261,NA,NA,NA,2019,"saint-johns"""
"520","jeremiah robinson-earl","0.9948","pf","6-8",235,16,3,4,2019,"villanova"""
"521","bryan antoine","0.9939","sg","6-4.5",168,17,2,3,2019,"villanova"""
"522","justin moore","0.9785","sg","6-4",200,57,7,1,2019,"villanova"""
"523","eric dixon","0.973","pf","6-7",250,71,13,2,2019,"villanova"""
"524","chris arcidiacono","0.84","pg","6-3",190,499,77,21,2019,"villanova"""
"525","caleb daniels",NA,"pg","6-3",195,NA,NA,NA,2019,"villanova"""
"526","kyky tandy","0.9652","cg","6-1",190,89,14,2,2019,"xavier"""
"527","dahmir bishop","0.9368","sg","6-4",175,119,20,5,2019,"xavier"""
"528","zach freemantle","0.9306","c""","6-9",215,134,23,6,2019,"xavier"""
"529","daniel ramsey","0.9208","pf","6-8",220,162,27,8,2019,"xavier"""
"530","dieonte miles","0.897","c""","6-10",210,193,35,4,2019,"xavier"""
"531","bryce moore","0.7333","im","6-2",190,NA,NA,NA,2019,"xavier"""
"532","jason carter",NA,"sg","6-8",220,NA,NA,NA,2019,"xavier"""
"533",NA,NA,NA,NA,NA,NA,NA,NA,2019,"cal-poly"""
"534","tory san antonio","0.88","sg","6-4",175,254,37,22,2019,"cal-state-fullerton"""
"535","doctor bradley",NA,"pf","6-7",185,NA,NA,NA,2019,"cal-state-fullerton"""
"536","brandonn kamga",NA,"sg","6-5",215,NA,NA,NA,2019,"cal-state-fullerton"""
"537",NA,NA,NA,NA,NA,NA,NA,NA,2019,"cal-state-northridge"""
"538",NA,NA,NA,NA,NA,NA,NA,NA,2019,"hawaii"""
"539","joshua morgan","0.9114","c""","6-10",185,174,30,12,2019,"long-beach-state"""
"540","romelle mansel","0.9132","pf","6-7",200,172,31,11,2019,"long-beach-state"""
"541","michael carter iii",NA,"pf","6-4",190,NA,NA,NA,2019,"long-beach-state"""
"542",NA,NA,NA,NA,NA,NA,NA,NA,2019,"uc-irvine"""
"543",NA,NA,NA,NA,NA,NA,NA,NA,2019,"uc-riverside"""
"544","jakov kukic","0.88","c""","6-10",220,261,46,9,2019,"uc-santa-barbara"""
"545","matt freeman","0.8674","im","6-10",217,NA,NA,NA,2019,"uc-santa-barbara"""
"546","miles norris","0.973","c""","6-10",190,NA,NA,NA,2019,"uc-santa-barbara"""
"547","jahmir young","0.8836","pg","6-0",160,235,30,4,2019,"charlotte"""
"548","anzac rissetto","0.87","c""","6-10",NA,358,60,1,2019,"charlotte"""
"549","caleb stone-carrawell","0.8678","sf","6-6",195,387,85,16,2019,"charlotte"""
"550","brice williams","0.8628","pf","6-7",190,431,86,17,2019,"charlotte"""
"551","drew edwards","0.841","pg","6-4",190,NA,NA,NA,2019,"charlotte"""
"552","dante wilcox","0.87","sf","6-5",200,355,82,24,2019,"florida-international"""
"553","sedee keita","0.933","sf","6-9",240,NA,NA,NA,2019,"florida-international"""
"554","carrington mccaskill","0.8668","pf","6-7",185,414,83,4,2019,"florida-atlantic"""
"555","kenan blackshear","0.86","sg","6-5",NA,456,86,35,2019,"florida-atlantic"""
"556","dardan kapiti","0.86","pf","6-10",NA,457,91,36,2019,"florida-atlantic"""
"557","xaiver armstead","0.85","sg","6-5",190,NA,NA,NA,2019,"louisiana-tech"""
"558","cobe williams","0.85","pg","5-11",175,491,74,35,2019,"louisiana-tech"""
"559","lance erving","0.87","pg","6-2",170,356,50,25,2019,"louisiana-tech"""
"560","andrew gordon","0.8839","pg","6-10",235,NA,NA,NA,2019,"louisiana-tech"""
"561","dajour rucker","0.8628","sf","6-6",220,428,95,18,2019,"marshall"""
"562","goran miladinovic","0.86","c""","7-0",NA,458,73,12,2019,"marshall"""
"563","marko sarenac","0.86","sf","6-7",NA,459,101,13,2019,"marshall"""
"564","tyson jackson","0.8723","c""","6-8",205,321,55,14,2019,"middle-tennessee-state"""
"565","jo&#39;vontae millner","0.86","sg","6-6",205,NA,NA,NA,2019,"middle-tennessee-state"""
"566","eli lawrence","0.86","sg","-",NA,454,85,23,2019,"middle-tennessee-state"""
"567","jordan davis","0.8664","sg","6-4",180,NA,NA,NA,2019,"middle-tennessee-state"""
"568","jalen jackson","0.8678","pg","5-10",155,367,52,25,2019,"north-texas"""
"569","james reese",NA,"sg","6-4",167,NA,NA,NA,2019,"north-texas"""
"570","javion hamlet",NA,"pg","6-3",190,NA,NA,NA,2019,"north-texas"""
"571","deng geu",NA,"pg","6-8",195,NA,NA,NA,2019,"north-texas"""
"572","dimitrios karaiskos",NA,"c""","6-11",220,NA,NA,NA,2019,"old-dominion"""
"573","a.j. oliver","0.9057","c""","6-4",175,NA,NA,NA,2019,"old-dominion"""
"574","quincy olivari","0.8628","pg","-",NA,432,60,22,2019,"rice"""
"575","zach crisler","0.86","pf","6-9",205,436,88,14,2019,"rice"""
"576","max fiedler","0.86","c""","-",NA,455,72,34,2019,"rice"""
"577","malik ondigo","0.8741","im","6-11",NA,NA,NA,NA,2019,"rice"""
"578","tommy mccarthy","0.8344","pg","6-1",175,NA,NA,NA,2019,"rice"""
"579",NA,NA,NA,NA,NA,NA,NA,NA,2019,"southern-mississippi"""
"580","jacob germany","0.8936","c""","6-11",225,201,39,2,2019,"utsa"""
"581","makani whiteside","0.8594","pg","6-2",185,460,65,45,2019,"utsa"""
"582","luka barisic","0.85","pf","6-9",240,NA,NA,NA,2019,"utsa"""
"583","phoenix ford","0.85","pf","6-8",210,NA,NA,NA,2019,"utsa"""
"584","erik czumbel",NA,"pg","6-2",210,NA,NA,NA,2019,"utsa"""
"585","jahein spencer","0.86","sg","6-4",205,449,84,4,2019,"alabama-birmingham"""
"586","jalen benjamin","0.85","pg","5-10",135,490,73,25,2019,"alabama-birmingham"""
"587","jordan brinson",NA,"cg","6-2",165,NA,NA,NA,2019,"alabama-birmingham"""
"588","kassim nicholson",NA,"sg","6-6",200,NA,NA,NA,2019,"alabama-birmingham"""
